ktax.id	tax.id	kegg.code	scientific.name	common.name	entrez.gnodes	kegg.geneid	ncbi.geneid	ncbi.proteinid	uniprot
T06108	7274	dsr	Drosophila serrata		1	110191326	110191326	XP_020817819	NA
T01032	7237	dpo	Drosophila pseudoobscura pseudoobscura		0	Dpse_GA18461	4803932	XP_001360573	A0A6I8UT94
T01063	7234	dpe	Drosophila persimilis		1	6591837	6591837	XP_002017205	B4GFC0
T06132	7229	dmn	Drosophila miranda		1	108158130	108158130	XP_017145800	NA
T01067	7260	dwi	Drosophila willistoni		1	6648520	6648520	XP_002071120	B4NED7
T01061	7222	dgr	Drosophila grimshawi		1	6556727	6556727	XP_001984274	B4IYT5
T01062	7230	dmo	Drosophila mojavensis		0	Dmoj_GI11469	NA	EDW19538	B4KVY7
T05886	7263	daz	Drosophila arizonae		1	108613021	108613021	XP_017861683	NA
T05898	7232	dnv	Drosophila navojoa		1	115562780	115562780	XP_030240726	A0A484BG70
T05888	7224	dhe	Drosophila hydei		1	111593393	111593393	XP_030079435	A0A6J2STG2
T01066	7244	dvi	Drosophila virilis		1	6631195	6631195	XP_002054840	B4M0I1
T07533	7213	ccat	Ceratitis capitata	Mediterranean fruit fly	1	101453018	101453018	XP_004527202	W8BSN7
T07646	104688	bod	Bactrocera oleae	olive fruit fly	1	106623253	106623253	XP_036216690	NA
T03448	7370	mde	Musca domestica	house fly	1	101897534	101897534	XP_011295320	A0A1I8NIL7
T07664	35570	scac	Stomoxys calcitrans	stable fly	1	106085380	106085380	XP_013105053	A0A1I8PSG8
T06013	7375	lcq	Lucilia cuprina	Australian sheep blowfly	1	111683802	111683802	XP_023301674	NA
T08270	13632	lsq	Lucilia sericata	common green bottle fly	1	119607730	119607730	XP_037817741	NA
T08287	343691	his	Hermetia illucens	black soldier fly	1	119659164	119659164	XP_037923042	NA
T01036	7165	aga	Anopheles gambiae	malaria mosquito	0	AgaP_AGAP011756	1280884	XP_320754	Q7PZ66
T07312	1518534	acoz	Anopheles coluzzii		1	120958870	120958870	XP_040237872	NA
T07381	7173	aara	Anopheles arabiensis		1	120893424	120893424	XP_040151218	NA
T08252	30069	aste	Anopheles stephensi	Asian malaria mosquito	1	118512788	118512788	XP_035913599	NA
T01053	7159	aag	Aedes aegypti	yellow fever mosquito	1	5570561	5570561	XP_021708902	Q17FY4
T06060	7160	aalb	Aedes albopictus	Asian tiger mosquito	1	109400090	109400090	XP_029707704	NA
T01079	7176	cqu	Culex quinquefasciatus	southern house mosquito	0	CpipJ_CPIJ014541	NA	EDS40828	B0X5E3
T07310	7175	cpii	Culex pipiens pallens	Northern house mosquito	1	120423793	120423793	XP_039443646	NA
T08003	265458	cns	Contarinia nasturtii	swede midge	1	116344200	116344200	XP_031628494	NA
T08269	38358	bcoo	Bradysia coprophila		1	119080993	119080993	XP_037045549	NA
T01057	7460	ame	Apis mellifera	honey bee	1	552535	552535	XP_026299700	A0A7M7SR01
T07475	7461	acer	Apis cerana	Asiatic honeybee	1	107993030	107993030	XP_016904698	V9I9N6
T07817	183418	alab	Apis laboriosa	Himalayan honeybee	1	122718470	122718470	XP_043799467	NA
T04362	132113	bim	Bombus impatiens	common eastern bumble bee	1	100747811	100747811	XP_003490375	A0A6P3DSS6
T07537	103933	bbif	Bombus bifarius	two-form bumblebee	1	117204638	117204638	XP_033298086	A0A6P8LDA1
T07592	207650	bvk	Bombus vosnesenskii	yellow-faced bumblebee	1	117242888	117242888	XP_033365827	A0A6J3LKA9
T07628	2705177	bvan	Bombus vancouverensis nearcticus		1	117163396	117163396	XP_033201525	NA
T04364	30195	bter	Bombus terrestris	buff-tailed bumblebee	1	100643404	100643404	XP_003395912	A0A6P3TNQ9
T07776	396416	bpyo	Bombus pyrosoma		1	122576989	122576989	XP_043603918	NA
T06061	156304	ccal	Ceratina calcarata	carpenter bee	1	108626196	108626196	XP_017882224	NA
T06109	1437190	obb	Osmia bicornis bicornis	red mason bee	1	114878386	114878386	XP_029047980	NA
T07400	115081	mgen	Megalopta genalis		1	117222420	117222420	XP_033329993	NA
T07404	2448451	nmea	Nomia melanderi	Alkali bee	1	116431442	116431442	XP_031842736	NA
T07492	935657	cgig	Colletes gigas		1	122398991	122398991	XP_043255211	NA
T03916	13686	soc	Solenopsis invicta	red fire ant	1	105203009	105203009	XP_025996588	E9J644
T05760	307658	mpha	Monomorium pharaonis	pharaoh ant	1	105830783	105830783	XP_012525787	NA
T03917	103372	aec	Acromyrmex echinatior	Panamanian leafcutter ant	1	105153565	105153565	XP_011066779	F4W6G3
T04923	12957	acep	Atta cephalotes	leaf cutting ant	1	105618440	105618440	XP_012055370	A0A158NCW2
T04903	144034	pbar	Pogonomyrmex barbatus	red harvester ant	1	105425253	105425253	XP_011634249	A0A6I9WQY1
T06016	411798	vem	Vollenhovia emeryi		1	105558478	105558478	XP_011861570	NA
T03918	610380	hst	Harpegnathos saltator	Jerdon's jumping ant	1	105187784	105187784	XP_025161391	E2C264
T05610	609295	dqu	Dinoponera quadriceps		1	106752087	106752087	XP_014488988	A0A6P3YEW5
T03919	104421	cfo	Camponotus floridanus	Florida carpenter ant	1	105258116	105258116	XP_011267498	E2B132
T07422	72781	fex	Formica exsecta	narrow-headed ant	1	115239283	115239283	XP_029669591	NA
T04898	83485	lhu	Linepithema humile	Argentine ant	1	105672490	105672490	XP_012222881	NA
T05003	219809	pgc	Pseudomyrmex gracilis	graceful twig ant	1	109860722	109860722	XP_020295584	NA
T05778	2015173	obo	Ooceraea biroi	clonal raider ant	1	105274790	105274790	XP_026830913	NA
T05611	91411	pcf	Polistes canadensis		1	106783719	106783719	XP_014597998	NA
T07683	30207	pfuc	Polistes fuscatus	common paper wasp	1	122523288	122523288	XP_043500900	NA
T07720	30213	vps	Vespula pensylvanica	western yellowjacket	1	122637467	122637467	XP_043685535	NA
T01081	7425	nvi	Nasonia vitripennis	jewel wasp	1	100122132	100122132	XP_001605732	A0A7M7QV66
T06056	142686	csol	Ceratosolen solmsi marchali	fig wasp	1	105365087	105365087	XP_011501475	NA
T07644	7493	tpre	Trichogramma pretiosum		1	111694540	111694540	XP_023318851	NA
T05600	69319	mdl	Microplitis demolitor		1	103576337	103576337	XP_008554722	NA
T07738	32391	cglo	Cotesia glomerata		1	123273473	123273473	XP_044597165	NA
T07645	64838	fas	Fopius arisanus		1	105266476	105266476	XP_011302967	A0A0C9R9A5
T07663	454923	dam	Diachasma alloeum		1	107048028	107048028	XP_015126463	NA
T07796	684658	agif	Aphidius gifuensis		1	122856639	122856639	XP_044014306	NA
T07523	211228	ccin	Cephus cinctus	wheat stem sawfly	1	107271844	107271844	XP_015603817	NA
T01046	7070	tca	Tribolium castaneum	red flour beetle	1	660567	660567	XP_971882	D6W7M5
T04899	77166	dpa	Dendroctonus ponderosae	mountain pine beetle	1	109535948	109535948	XP_019757550	J3JX45
T07985	7048	soy	Sitophilus oryzae	rice weevil	1	115874542	115874542	XP_030745577	A0A6J2X388
T06105	116153	atd	Aethina tumida	small hive beetle	1	109607861	109607861	XP_019879878	NA
T07873	41139	cset	Coccinella septempunctata	seven-spotted ladybird	1	123322847	123322847	XP_044766830	NA
T07402	217634	agb	Anoplophora glabripennis	Asian longhorned beetle	1	108906209	108906209	XP_023310586	NA
T07512	7539	ldc	Leptinotarsa decemlineata	Colorado potato beetle	1	111508023	111508023	XP_023019208	NA
T04922	110193	nvl	Nicrophorus vespilloides	burying beetle	1	108561982	108561982	XP_017775635	NA
T07419	224129	apln	Agrilus planipennis	emerald ash borer	1	108738351	108738351	XP_018327247	A0A1W4X374
T07438	7054	ppyr	Photinus pyralis	common eastern firefly	1	116173017	116173017	XP_031346164	NA
T07420	166361	otu	Onthophagus taurus	bull-headed dung beetle	1	111421459	111421459	XP_022910385	NA
T02817	7091	bmor	Bombyx mori	domestic silkworm	1	733021	733021	NP_001040481	Q1HPL4
T05882	7092	bman	Bombyx mandarina	wild silkworm	1	114245860	114245860	XP_028033967	A0A6J2JYT1
T07401	7130	msex	Manduca sexta	tobacco hornworm	1	119192176	119192176	XP_037301910	NA
T04344	13037	dpl	Danaus plexippus	monarch butterfly	0	KGM_207951	NA	OWR46951	A0A212EZS4
T07476	110368	bany	Bicyclus anynana	squinting bush brown	1	112045001	112045001	XP_023936798	A0A6J1MVA7
T05138	76193	pmac	Papilio machaon	common yellow swallowtail	1	106721416	106721416	XP_014371833	A0A194RCV6
T07437	76194	ppot	Papilio polytes	common Mormon	1	106101589	106101589	XP_013136325	NA
T07456	66420	pxu	Papilio xuthus	Asian swallowtail	1	106126019	106126019	XP_013178915	A0A194PYW9
T05162	64459	prap	Pieris rapae	cabbage white	1	111000407	111000407	XP_045486299	NA
T07293	33412	zce	Zerene cesonia	dogface butterfly	1	119832832	119832832	XP_038212547	NA
T05609	29058	haw	Helicoverpa armigera	cotton bollworm	1	110374071	110374071	XP_021187316	NA
T05757	7111	tnl	Trichoplusia ni	cabbage looper	1	113507785	113507785	XP_026746510	A0A7E5X024
T08157	69820	sliu	Spodoptera litura	tobacco cutworm	1	111348104	111348104	XP_022814354	NA
T07986	93504	ofu	Ostrinia furnacalis	Asian corn borer	1	114356263	114356263	XP_028165151	NA
T03915	51655	pxy	Plutella xylostella	diamondback moth	1	105393909	105393909	XP_011564031	NA
T01076	7029	api	Acyrthosiphon pisum	pea aphid	1	100166892	100166892	XP_003240648	J9K4I4
T04900	143948	dnx	Diuraphis noxia	Russian wheat aphid	1	107162194	107162194	XP_015364468	NA
T05869	80765	ags	Aphis gossypii	cotton aphid	1	114123045	114123045	XP_027841693	NA
T06065	43146	rmd	Rhopalosiphum maidis	corn leaf aphid	1	113552380	113552380	XP_026811059	NA
T06019	7038	btab	Bemisia tabaci	sweet potato whitefly	1	109029596	109029596	XP_018895656	A0A7S5HG01
T07332	121845	dci	Diaphorina citri	Asian citrus psyllid	1	103506081	103506081	XP_026677137	A0A3Q0ILQ9
T05603	79782	clec	Cimex lectularius	bed bug	1	106662736	106662736	XP_014242466	NA
T07536	286706	hhal	Halyomorpha halys	brown marmorated stink bug	1	106679676	106679676	XP_024219107	NA
T07276	108931	nlu	Nilaparvata lugens	brown planthopper	1	111061825	111061825	XP_039289116	NA
T01223	121225	phu	Pediculus humanus corporis	human body louse	0	Phum_PHUM430820	8230231	XP_002429377	E0VTD3
T07591	133901	foc	Frankliniella occidentalis	western flower thrips	1	113206289	113206289	XP_026278081	A0A6J1SHL0
T08251	161013	tpal	Thrips palmi	melon thrips	1	117648364	117648364	XP_034246758	A0A6P8Z2P3
T05136	136037	zne	Zootermopsis nevadensis	dampwood termite	1	110840165	110840165	XP_021940700	NA
T07421	105785	csec	Cryptotermes secundus	drywood termite	1	111862067	111862067	XP_023702910	NA
T05043	158441	fcd	Folsomia candida		1	110842722	110842722	XP_021944204	NA
T04347	6669	dpx	Daphnia pulex	common water flea	0	DAPPUDRAFT_308494	NA	EFX86357	E9G266
T07514	35525	dmk	Daphnia magna	water flea	1	116917832	116917832	XP_045024893	NA
T06111	6689	pvm	Penaeus vannamei	Pacific white shrimp	1	113800373	113800373	XP_027206941	NA
T07703	27405	pja	Penaeus japonicus	kuruma prawn	1	122253535	122253535	XP_042872667	NA
T08118	139456	pchn	Penaeus chinensis	fleshy prawn	1	125030783	125030783	XP_047477021	NA
T07477	6706	hame	Homarus americanus	American lobster	1	121858077	121858077	XP_042210242	NA
T07930	6728	pcla	Procambarus clarkii	red swamp crayfish	1	123747735	123747735	XP_045585905	NA
T07853	210409	ptru	Portunus trituberculatus	swimming crab	1	123502665	123502665	XP_045107770	NA
T07535	294128	hazt	Hyalella azteca		1	108669469	108669469	XP_018012300	A0A8B7NFB0
T07296	88015	eaf	Eurytemora affinis		1	111716811	111716811	XP_023348069	NA
T08214	72036	lsm	Lepeophtheirus salmonis	salmon louse	1	121114354	121114354	XP_040564234	NA
T08250	41117	ppoi	Pollicipes pollicipes	gooseneck barnacle	1	119098795	119098795	XP_037077731	NA
T01131	6945	isc	Ixodes scapularis	black-legged tick	0	IscW_ISCW003453	NA	EEC06640	B7PJ68
T07348	543639	dsv	Dermacentor silvarum		1	119449939	119449939	XP_037569165	NA
T07382	34632	rsan	Rhipicephalus sanguineus	brown dog tick	1	119379237	119379237	XP_037504399	NA
T07403	6941	rmp	Rhipicephalus microplus	southern cattle tick	1	119187260	119187260	XP_037291344	NA
T07383	109461	vde	Varroa destructor	honeybee mite	1	111249086	111249086	XP_022658174	NA
T07417	62625	vja	Varroa jacobsoni		1	111273252	111273252	XP_022710688	NA
T04901	32264	tut	Tetranychus urticae	two-spotted spider mite	1	107361192	107361192	XP_015783437	T1K7V8
T05775	6956	dpte	Dermatophagoides pteronyssinus	European house dust mite	1	113789910	113789910	XP_027195310	A0A6P6XPB5
T08043	6954	dfr	Dermatophagoides farinae	American house dust mite	1	124491547	124491547	XP_046910161	NA
T06064	218467	cscu	Centruroides sculpturatus	bark scorpion	1	111632898	111632898	XP_023233191	NA
T06106	114398	ptep	Parasteatoda tepidariorum	common house spider	1	107443429	107443429	XP_015912772	A0A2L2YGH5
T07385	202533	sdm	Stegodyphus dumicola		1	118199688	118199688	XP_035227490	NA
T00019	6239	cel	Caenorhabditis elegans	nematode	0	CELE_ZK970.6	191643	NP_496219	Q23682
T01054	6238	cbr	Caenorhabditis briggsae	nematode	0	CBG_03898	8581315	XP_045092511	A8WIY8
T01050	6279	bmy	Brugia malayi	filaria	0	BM_BM13873	6101731	XP_042931363	A0A1P6BIX7
T02664	7209	loa	Loa loa	eye worm	0	LOAG_11276	9948729	XP_020301520	A0A1I7VCP2
T04867	51031	nai	Necator americanus	New World hookworm	0	NECAME_17397	25357423	XP_013305854	W2TRG3
T01609	6334	tsp	Trichinella spiralis		0	Tsp_07054	10903348	XP_003380910	E5SQZ6
T03272	6412	hro	Helobdella robusta		0	HELRODRAFT_82370	20216062	XP_009020870	T1G4R4
T03273	225164	lgi	Lottia gigantea	owl limpet	0	LOTGIDRAFT_111288	20230703	XP_009047341	V4AX84
T05881	400727	pcan	Pomacea canaliculata	golden apple snail	1	112572085	112572085	XP_025107398	NA
T07368	6526	bgt	Biomphalaria glabrata	bloodfluke planorb	1	106055569	106055569	XP_013067326	A0A2C9JF13
T07458	1735272	gae	Gigantopelta aegis	peltospirid snail	1	121385328	121385328	XP_041371899	NA
T07893	6454	hrf	Haliotis rufescens	red abalone	1	124129233	124129233	XP_046348712	NA
T07967	36100	hrj	Haliotis rubra	blacklip abalone	1	124290791	124290791	XP_046583571	NA
T03920	29159	crg	Crassostrea gigas	Pacific oyster	1	105342918	105342918	XP_011448343	K1PBM3
T05079	6573	myi	Mizuhopecten yessoensis	Yesso scallop	1	110455017	110455017	XP_021360570	NA
T07399	6579	pmax	Pecten maximus	king scallop	1	117325139	117325139	XP_033736996	NA
T07835	6596	mmer	Mercenaria mercenaria	northern quahog	1	123544600	123544600	XP_045186611	NA
T04127	37653	obi	Octopus bimaculoides	California two-spot octopus	1	106877907	106877907	XP_014782443	A0A0L8GC33
T07665	2607531	osn	Octopus sinensis	East Asian common octopus	1	115232093	115232093	XP_029657820	A0A6P7U644
T04921	7574	lak	Lingula anatina		1	106173504	106173504	XP_013410098	A0A1S3JIA8
T01095	6183	smm	Schistosoma mansoni		0	Smp_154270	8353196	XP_018653238	G4VMD4
T05004	6185	shx	Schistosoma haematobium	urinary blood fluke	0	MS3_0017566	24592967	XP_012796954	A0A094ZSL9
T04902	6198	ovi	Opisthorchis viverrini	Southeast Asian liver fluke	0	T265_04362	20318544	XP_009167347	A0A074ZST3
T05553	6210	egl	Echinococcus granulosus	hydatid tapeworm	0	EGR_08839	36344554	XP_024347490	NA
T01037	45351	nve	Nematostella vectensis	starlet sea anemone	1	5510212	5510212	XP_001630685	A7SCA1
T05080	2652724	epa	Exaiptasia diaphana	Aiptasia	1	110247882	110247882	XP_020910032	NA
T07455	6105	aten	Actinia tenebrosa	Australian red waratah sea anemone	1	116291026	116291026	XP_031554009	A0A6P8HC54
T04352	70779	adf	Acropora digitifera	stony coral	1	107336072	107336072	XP_015756618	NA
T06134	45264	amil	Acropora millepora		1	114964796	114964796	XP_029200051	NA
T05773	46731	pdam	Pocillopora damicornis	lace coral	1	113683741	113683741	XP_027056813	NA
T05774	50429	spis	Stylophora pistillata	Smooth Cauliflower Coral	1	111324730	111324730	XP_022784092	NA
T06112	151771	dgt	Dendronephthya gigantea	soft corals	1	114524518	114524518	XP_028401423	NA
T08024	2897299	xen	Xenia sp. Carnegie-2017	soft corals	1	124437833	124437833	XP_046843726	NA
T01080	6087	hmg	Hydra vulgaris	swiftwater hydra	1	100210301	100210301	XP_047136993	Q967H6
T01069	10228	tad	Trichoplax adhaerens	placozoan	0	TRIADDRAFT_53262	6750558	XP_002109894	B3RNR7
T02284	400682	aqu	Amphimedon queenslandica	sponge	1	100634558	100634558	XP_003385387	A0A1X7V8P7
T00041	3702	ath	Arabidopsis thaliana	thale cress	0	AT2G14750	815963	NP_179082	Q43295
T01578	59689	aly	Arabidopsis lyrata	lyrate rockcress	1	9304160	9304160	XP_020873205	D7LV00
T02984	81985	crb	Capsella rubella	pink shepherd's-purse	1	17900075	17900075	XP_006307376	R0ICP3
T05044	90675	csat	Camelina sativa	false flax	1	104722613	104722613	XP_010439116	NA
T02985	72664	eus	Eutrema salsugineum	saltwater cress	0	EUTSA_v10019519mg	18008953	XP_006389747	V4KIH2
T03449	3711	brp	Brassica rapa	field mustard	1	108868780	108868780	XP_018508302	A0A3P5ZP71
T04128	3708	bna	Brassica napus	rape	1	106365508	106365508	XP_013660379	A0A816KZS1
T04124	3712	boe	Brassica oleracea	wild cabbage	1	106298319	106298319	XP_013589874	A0A0D3BI32
T06014	3726	rsz	Raphanus sativus	radish	1	108857284	108857284	XP_018486747	A0A6J0NPR3
T04125	28532	thj	Tarenaya hassleriana	spider flower	1	104804340	104804340	XP_010526907	NA
T05151	3649	cpap	Carica papaya	papaya	1	110820585	110820585	XP_021905791	NA
T02983	2711	cit	Citrus sinensis	Valencia orange	1	102615577	102615577	XP_024948939	A0A067FJV2
T02982	85681	cic	Citrus clementina	mandarin orange	0	CICLE_v10026060mg	18037158	XP_006428120	V4SR09
T07386	55513	pvy	Pistacia vera	pistachio	1	116144506	116144506	XP_031285809	NA
T07684	29780	minc	Mangifera indica	mango	1	123220137	123220137	XP_044498098	NA
T02994	3641	tcc	Theobroma cacao	cacao	1	18589817	18589817	XP_007015018	A0A061FDK4
T04129	29730	gra	Gossypium raimondii		1	105776366	105776366	XP_012454431	A0A0D2RSE5
T04793	3635	ghi	Gossypium hirsutum	upland cotton	1	107891396	107891396	XP_016671670	A0A1U8I0A5
T05776	29729	gab	Gossypium arboreum	tree cotton	1	108465261	108465261	XP_017621071	A0A0B0MQN6
T05242	66656	dzi	Durio zibethinus	durian	1	111280006	111280006	XP_022722869	A0A6P5X3A3
T03547	71139	egr	Eucalyptus grandis	rose gum	1	104433651	104433651	XP_010044774	A0A059D834
T01710	3847	gmx	Glycine max	soybean	1	100792223	100792223	XP_003544968	I1MBS8
T06057	3848	gsj	Glycine soja	wild soybean	1	114400110	114400110	XP_028218193	NA
T03093	3885	pvu	Phaseolus vulgaris	common bean	0	PHAVU_010G034000g	18617298	XP_007134280	V7AL81
T04126	157791	vra	Vigna radiata	mung bean	1	106762887	106762887	XP_014502485	A0A1S3U8Y5
T04660	3914	var	Vigna angularis	adzuki bean	1	108342848	108342848	XP_017436194	A0A0L9VFK8
T06017	3917	vun	Vigna unguiculata	cowpea	1	114191798	114191798	XP_027936996	NA
T04868	3821	ccaj	Cajanus cajan	pigeon pea	1	109792601	109792601	XP_020207610	NA
T07330	3816	aprc	Abrus precatorius	Indian licorice	1	113865233	113865233	XP_027355447	A0A8B8LH87
T01716	3880	mtr	Medicago truncatula	barrel medic	0	MTR_1g067050	NA	KEH42299	A0A072VJS4
T02819	3827	cam	Cicer arietinum	chickpea	1	101490478	101490478	XP_004515827	A0A1S2Z6A5
T04300	130453	adu	Arachis duranensis		1	107462586	107462586	XP_015936680	A0A6P4C2M6
T04301	130454	aip	Arachis ipaensis		1	107648507	107648507	XP_016207830	NA
T07294	3818	ahf	Arachis hypogaea	peanut	1	112730313	112730313	XP_025636192	NA
T04664	3871	lang	Lupinus angustifolius	narrow-leaved blue lupine	1	109357937	109357937	XP_019457539	A0A4P1RTD0
T02666	57918	fve	Fragaria vesca	woodland strawberry	1	101296255	101296255	XP_011470914	NA
T06020	74649	rcn	Rosa chinensis	China rose	1	112186752	112186752	XP_024181021	NA
T03092	3760	pper	Prunus persica	peach	1	18773312	18773312	XP_020420629	M5VMS5
T03196	102107	pmum	Prunus mume	Japanese apricot	1	103319711	103319711	XP_008219510	NA
T05161	42229	pavi	Prunus avium	sweet cherry	1	110751321	110751321	XP_021807458	A0A6P5S0K2
T07328	3755	pdul	Prunus dulcis	almond	1	117615167	117615167	XP_034200083	NA
T03194	3750	mdm	Malus domestica	apple	1	103452756	103452756	XP_008390511	NA
T03446	225117	pxb	Pyrus x bretschneideri	Chinese white pear	1	103956639	103956639	XP_009366944	NA
T04794	326968	zju	Ziziphus jujuba	Chinese jujube	1	107412613	107412613	XP_015875905	A0A6P3ZBK7
T07292	981085	mnt	Morus notabilis		1	21388731	21388731	XP_010091232	W9QXV7
T02486	3659	csv	Cucumis sativus	cucumber	1	101221191	101221191	XP_004133944	A0A0A0L3W8
T03195	3656	cmo	Cucumis melo	muskmelon	1	103489372	103489372	XP_008446742	A0A1S3BGL8
T07258	102211	bhj	Benincasa hispida	wax gourd	1	120075431	120075431	XP_038884743	NA
T05045	3673	mcha	Momordica charantia	bitter melon	1	111020418	111020418	XP_022152788	A0A6J1DFU3
T05246	3661	cmax	Cucurbita maxima	winter squash	1	111495272	111495272	XP_023001006	A0A6J1KHE3
